/* DATA DESCRIPTION:
Citation:	Rae, James W B; Sarnthein, Michael; Foster, Gavin L; Ridgwell, Andy; Grootes, Pieter Meiert; Elliott, Tim (2014): (Table 4) Atmospheric 14C record used for calculating foram-atmosphere reservoir ages. PANGAEA, https://doi.org/10.1594/PANGAEA.833525, 
	In supplement to: Rae, JWB et al. (2014): Deep water formation in the North Pacific and deglacial CO2 rise. Paleoceanography, 29(6), 645-667, https://doi.org/10.1002/2013PA002570
Further details:	Reimer, Paula J; Baillie, Mike G L; Bard, Edouard; Bayliss, Alex; Beck, J Warren; Blackwell, Paul G; Ramsey, Christopher Bronk; Burr, George S; Edwards, R Lawrence; Friedrich, Michael; Grootes, Pieter Meiert; Guilderson, Thomas P; Hajdas, Irena; Heaton, T J; Hogg, Alan G; Hughen, Konrad A; Kaiser, Klaus-Felix; Kromer, Bernd; McCormac, F Gerry; Manning, Sturt W; Reimer, Ron W; Richards, David A; Southon, John R; Talamo, Sahra; Turney, Chris S M; van der Plicht, Johannes; Weyhenmeyer, Constanze E (2009): IntCal09 and Marine09 Radiocarbon Age Calibration Curves, 0-50,000 Years cal BP. Radiocarbon, 51(4), 1111-1150, https://doi.org/10.1017/S0033822200034202
	Southon, John; Noronha, Alexandra L; Cheng, Hai; Edwards, R Lawrence; Wang, Yongjin (2012): A high-resolution record of atmospheric 14C based on Hulu Cave speleothem H82. Quaternary Science Reviews, 33, 32-41, https://doi.org/10.1016/j.quascirev.2011.11.022
Comment:	Based on IntCal09 from 0-15 and 26-50 kyr BP, and Southon et al. 2012's Hulu Cave 14C record from 15-26 kyr BP.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Age, dated [ka] (Age dated) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional
	Age, error [±] (Age e) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx) * METHOD/DEVICE: Age, 14C conventional * COMMENT: 1 sigma
	Δ14C [‰] (Δ14C) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Δ14C, standard deviation [±] (Δ14C std dev) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
	Reference/source (Reference) * PI: Rae, James W B (https://orcid.org/0000-0003-3904-2526, jwbr@st-andrews.ac.uk, http://earthsci.st-andrews.ac.uk/profile_jwbr.aspx)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	15415 data points
*/
Age [ka BP]	Age dated [ka]	Age e [±]	Δ14C [‰]	Δ14C std dev [±]	Reference
6.055	5.306	0.013	74.6	1.7	IntCal09
6.050	5.308	0.014	73.7	1.9	IntCal09
6.045	5.317	0.013	71.8	1.7	IntCal09
6.040	5.320	0.015	70.8	2.0	IntCal09
6.035	5.327	0.015	69.2	2.0	IntCal09
6.030	5.321	0.017	69.3	2.3	IntCal09
6.025	5.314	0.016	69.6	2.1	IntCal09
6.020	5.305	0.017	70.2	2.3	IntCal09
6.015	5.300	0.019	70.2	2.5	IntCal09
6.010	5.298	0.019	69.8	2.5	IntCal09
6.005	5.295	0.018	69.6	2.4	IntCal09
6.000	5.283	0.016	70.5	2.1	IntCal09
5.995	5.264	0.014	72.4	1.9	IntCal09
5.990	5.239	0.014	75.1	1.9	IntCal09
5.985	5.216	0.012	77.5	1.6	IntCal09
5.980	5.208	0.013	78.0	1.7	IntCal09
5.975	5.211	0.013	76.9	1.7	IntCal09
5.970	5.220	0.015	75.0	2.0	IntCal09
5.965	5.232	0.015	72.8	2.0	IntCal09
5.960	5.240	0.015	71.1	2.0	IntCal09
5.955	5.242	0.014	70.2	1.9	IntCal09
5.950	5.235	0.015	70.4	2.0	IntCal09
5.945	5.223	0.014	71.4	1.9	IntCal09
5.940	5.212	0.014	72.2	1.9	IntCal09
5.935	5.203	0.013	72.8	1.7	IntCal09
5.930	5.193	0.014	73.5	1.9	IntCal09
5.925	5.182	0.013	74.3	1.7	IntCal09
5.920	5.169	0.013	75.4	1.7	IntCal09
5.915	5.153	0.013	76.9	1.7	IntCal09
5.910	5.135	0.014	78.6	1.9	IntCal09
5.905	5.117	0.015	80.4	2.0	IntCal09
5.900	5.103	0.015	81.6	2.0	IntCal09
5.895	5.091	0.014	82.6	1.9	IntCal09
5.890	5.078	0.015	83.7	2.0	IntCal09
5.885	5.066	0.015	84.6	2.0	IntCal09
5.880	5.057	0.015	85.2	2.0	IntCal09
5.875	5.053	0.015	85.1	2.0	IntCal09
5.870	5.053	0.015	84.4	2.0	IntCal09
5.865	5.054	0.014	83.6	1.9	IntCal09
5.860	5.052	0.014	83.3	1.9	IntCal09
5.855	5.043	0.012	83.8	1.6	IntCal09
5.850	5.041	0.013	83.4	1.8	IntCal09
5.845	5.043	0.012	82.5	1.6	IntCal09
5.840	5.031	0.013	83.5	1.8	IntCal09
5.835	5.029	0.009	83.1	1.2	IntCal09
5.830	5.040	0.013	80.9	1.7	IntCal09
5.825	5.058	0.011	77.9	1.5	IntCal09
5.820	5.069	0.012	75.7	1.6	IntCal09
5.815	5.070	0.010	75.0	1.3	IntCal09
5.810	5.069	0.011	74.4	1.5	IntCal09
5.805	5.080	0.012	72.3	1.6	IntCal09
5.800	5.087	0.011	70.7	1.5	IntCal09
5.795	5.082	0.014	70.8	1.9	IntCal09
5.790	5.078	0.011	70.7	1.5	IntCal09
5.785	5.080	0.014	69.7	1.9	IntCal09
5.780	5.083	0.014	68.7	1.9	IntCal09
5.775	5.084	0.012	67.9	1.6	IntCal09
5.770	5.080	0.014	67.8	1.9	IntCal09
5.765	5.077	0.011	67.6	1.5	IntCal09
5.760	5.069	0.013	68.0	1.7	IntCal09
5.755	5.060	0.012	68.5	1.6	IntCal09
5.750	5.045	0.013	69.9	1.7	IntCal09
5.745	5.025	0.013	71.9	1.7	IntCal09
5.740	5.014	0.013	72.7	1.7	IntCal09
5.735	5.006	0.012	73.1	1.6	IntCal09
5.730	5.000	0.013	73.3	1.7	IntCal09
5.725	4.995	0.012	73.3	1.6	IntCal09
5.720	4.985	0.012	74.0	1.6	IntCal09
5.715	4.981	0.013	73.9	1.7	IntCal09
5.710	4.975	0.012	74.0	1.6	IntCal09
5.705	4.968	0.010	74.3	1.3	IntCal09
5.700	4.970	0.011	73.4	1.5	IntCal09
5.695	4.966	0.012	73.3	1.6	IntCal09
5.690	4.974	0.011	71.6	1.5	IntCal09
5.685	4.975	0.012	70.8	1.6	IntCal09
5.680	4.974	0.013	70.3	1.7	IntCal09
5.675	4.973	0.011	69.8	1.5	IntCal09
5.670	4.982	0.012	67.9	1.6	IntCal09
5.665	4.979	0.012	67.7	1.6	IntCal09
5.660	4.964	0.012	69.0	1.6	IntCal09
5.655	4.942	0.012	71.3	1.6	IntCal09
5.650	4.927	0.013	72.6	1.7	IntCal09
5.645	4.921	0.012	72.8	1.6	IntCal09
5.640	4.905	0.013	74.3	1.7	IntCal09
5.635	4.906	0.012	73.5	1.6	IntCal09
5.630	4.912	0.012	72.1	1.6	IntCal09
5.625	4.918	0.011	70.6	1.5	IntCal09
5.620	4.917	0.012	70.1	1.6	IntCal09
5.615	4.915	0.011	69.7	1.5	IntCal09
5.610	4.907	0.012	70.1	1.6	IntCal09
5.605	4.894	0.010	71.2	1.3	IntCal09
5.600	4.874	0.011	73.2	1.5	IntCal09
5.595	4.859	0.012	74.6	1.6	IntCal09
5.590	4.842	0.011	76.2	1.5	IntCal09
5.585	4.805	0.012	80.5	1.6	IntCal09
5.580	4.770	0.012	84.6	1.6	IntCal09
5.575	4.745	0.013	87.3	1.8	IntCal09
5.570	4.730	0.015	88.7	2.0	IntCal09
5.565	4.721	0.013	89.3	1.8	IntCal09
5.560	4.726	0.011	87.9	1.5	IntCal09
5.555	4.732	0.012	86.4	1.6	IntCal09
5.550	4.741	0.012	84.6	1.6	IntCal09
5.545	4.748	0.011	83.0	1.5	IntCal09
5.540	4.749	0.012	82.2	1.6	IntCal09
5.535	4.756	0.011	80.6	1.5	IntCal09
5.530	4.763	0.013	79.0	1.7	IntCal09
5.525	4.774	0.012	76.9	1.6	IntCal09
5.520	4.768	0.014	77.0	1.9	IntCal09
5.515	4.771	0.011	76.0	1.5	IntCal09
5.510	4.772	0.014	75.2	1.9	IntCal09
5.505	4.783	0.012	73.1	1.6	IntCal09
5.500	4.793	0.013	71.1	1.7	IntCal09
5.495	4.798	0.012	69.8	1.6	IntCal09
5.490	4.792	0.012	69.9	1.6	IntCal09
5.485	4.772	0.011	71.9	1.5	IntCal09
5.480	4.759	0.012	73.0	1.6	IntCal09
5.475	4.747	0.012	74.0	1.6	IntCal09
5.470	4.727	0.012	76.0	1.6	IntCal09
5.465	4.702	0.012	78.7	1.6	IntCal09
5.460	4.695	0.013	79.0	1.7	IntCal09
5.455	4.690	0.012	79.0	1.6	IntCal09
5.450	4.689	0.011	78.5	1.5	IntCal09
5.445	4.662	0.012	81.5	1.6	IntCal09
5.440	4.644	0.012	83.2	1.6	IntCal09
5.435	4.633	0.011	84.1	1.5	IntCal09
5.430	4.625	0.012	84.5	1.6	IntCal09
5.425	4.628	0.011	83.4	1.5	IntCal09
5.420	4.639	0.012	81.3	1.6	IntCal09
5.415	4.657	0.010	78.2	1.3	IntCal09
5.410	4.661	0.012	77.0	1.6	IntCal09
5.405	4.667	0.011	75.6	1.5	IntCal09
5.400	4.669	0.012	74.7	1.6	IntCal09
5.395	4.671	0.011	73.7	1.5	IntCal09
5.390	4.668	0.012	73.5	1.6	IntCal09
5.385	4.672	0.011	72.3	1.5	IntCal09
5.380	4.682	0.011	70.3	1.5	IntCal09
5.375	4.693	0.010	68.2	1.3	IntCal09
5.370	4.704	0.009	66.1	1.2	IntCal09
5.365	4.700	0.013	66.0	1.7	IntCal09
5.360	4.701	0.013	65.2	1.7	IntCal09
5.355	4.703	0.012	64.3	1.6	IntCal09
5.350	4.696	0.013	64.6	1.7	IntCal09
5.345	4.706	0.013	62.6	1.7	IntCal09
5.340	4.716	0.009	60.7	1.2	IntCal09
5.335	4.708	0.012	61.1	1.6	IntCal09
5.330	4.691	0.012	62.7	1.6	IntCal09
5.325	4.662	0.013	65.9	1.7	IntCal09
5.320	4.632	0.010	69.2	1.3	IntCal09
5.315	4.608	0.012	71.8	1.6	IntCal09
5.310	4.583	0.012	74.5	1.6	IntCal09
5.305	4.568	0.013	75.8	1.7	IntCal09
5.300	4.555	0.014	76.9	1.9	IntCal09
5.295	4.539	0.010	78.4	1.3	IntCal09
5.290	4.533	0.011	78.6	1.5	IntCal09
5.285	4.520	0.012	79.7	1.6	IntCal09
5.280	4.508	0.010	80.6	1.3	IntCal09
5.275	4.495	0.013	81.7	1.8	IntCal09
5.270	4.490	0.012	81.7	1.6	IntCal09
5.265	4.488	0.011	81.3	1.5	IntCal09
5.260	4.484	0.012	81.2	1.6	IntCal09
5.255	4.478	0.012	81.4	1.6	IntCal09
5.250	4.481	0.012	80.3	1.6	IntCal09
5.245	4.482	0.011	79.5	1.5	IntCal09
5.240	4.490	0.012	77.8	1.6	IntCal09
5.235	4.484	0.011	78.0	1.5	IntCal09
5.230	4.480	0.012	77.8	1.6	IntCal09
5.225	4.481	0.011	77.1	1.5	IntCal09
5.220	4.493	0.012	74.8	1.6	IntCal09
5.215	4.489	0.007	74.7	0.9	IntCal09
5.210	4.457	0.012	78.3	1.6	IntCal09
5.205	4.458	0.012	77.5	1.6	IntCal09
5.200	4.464	0.011	76.1	1.5	IntCal09
5.195	4.469	0.012	74.8	1.6	IntCal09
5.190	4.479	0.011	72.8	1.5	IntCal09
5.185	4.490	0.011	70.7	1.5	IntCal09
5.180	4.496	0.011	69.2	1.5	IntCal09
5.175	4.498	0.010	68.3	1.3	IntCal09
5.170	4.491	0.011	68.6	1.5	IntCal09
5.165	4.503	0.010	66.3	1.3	IntCal09
5.160	4.517	0.011	63.8	1.5	IntCal09
5.155	4.526	0.012	62.0	1.6	IntCal09
5.150	4.532	0.011	60.6	1.5	IntCal09
5.145	4.528	0.012	60.5	1.6	IntCal09
5.140	4.517	0.013	61.3	1.7	IntCal09
5.135	4.508	0.013	61.8	1.7	IntCal09
5.130	4.503	0.014	61.8	1.9	IntCal09
5.125	4.498	0.013	61.9	1.7	IntCal09
5.120	4.491	0.014	62.1	1.9	IntCal09
5.115	4.485	0.013	62.3	1.7	IntCal09
5.110	4.493	0.014	60.6	1.8	IntCal09
5.105	4.508	0.013	58.0	1.7	IntCal09
5.100	4.520	0.014	55.8	1.8	IntCal09
5.095	4.527	0.013	54.2	1.7	IntCal09
5.090	4.524	0.014	54.0	1.8	IntCal09
5.085	4.516	0.013	54.4	1.7	IntCal09
5.080	4.511	0.014	54.4	1.8	IntCal09
5.075	4.507	0.013	54.3	1.7	IntCal09
5.070	4.498	0.014	54.8	1.8	IntCal09
5.065	4.491	0.013	55.1	1.7	IntCal09
5.060	4.489	0.014	54.7	1.8	IntCal09
5.055	4.485	0.014	54.6	1.8	IntCal09
5.050	4.472	0.015	55.7	2.0	IntCal09
5.045	4.455	0.013	57.3	1.7	IntCal09
5.040	4.437	0.013	59.0	1.7	IntCal09
5.035	4.426	0.014	59.8	1.8	IntCal09
5.030	4.413	0.013	60.9	1.7	IntCal09
5.025	4.403	0.012	61.6	1.6	IntCal09
5.020	4.408	0.012	60.3	1.6	IntCal09
5.015	4.419	0.014	58.2	1.8	IntCal09
5.010	4.427	0.013	56.5	1.7	IntCal09
5.005	4.433	0.013	55.1	1.7	IntCal09
5.000	4.433	0.013	54.4	1.7	IntCal09
4.995	4.434	0.013	53.7	1.7	IntCal09
4.990	4.436	0.012	52.8	1.6	IntCal09
4.985	4.435	0.012	52.3	1.6	IntCal09
4.980	4.433	0.013	51.9	1.7	IntCal09
4.975	4.414	0.012	53.7	1.6	IntCal09
4.970	4.397	0.013	55.3	1.7	IntCal09
4.965	4.386	0.014	56.1	1.8	IntCal09
4.960	4.381	0.013	56.1	1.7	IntCal09
4.955	4.371	0.014	56.8	1.8	IntCal09
4.950	4.368	0.013	56.6	1.7	IntCal09
4.945	4.366	0.014	56.2	1.8	IntCal09
4.940	4.370	0.012	55.0	1.6	IntCal09
4.935	4.375	0.012	53.7	1.6	IntCal09
4.930	4.378	0.014	52.7	1.8	IntCal09
4.925	4.382	0.014	51.6	1.8	IntCal09
4.920	4.381	0.014	51.1	1.8	IntCal09
4.915	4.381	0.014	50.4	1.8	IntCal09
4.910	4.381	0.012	49.8	1.6	IntCal09
4.905	4.378	0.012	49.5	1.6	IntCal09
4.900	4.379	0.013	48.8	1.7	IntCal09
4.895	4.383	0.013	47.6	1.7	IntCal09
4.890	4.379	0.013	47.5	1.7	IntCal09
4.885	4.378	0.014	47.0	1.8	IntCal09
4.880	4.373	0.013	47.0	1.7	IntCal09
4.875	4.365	0.014	47.4	1.8	IntCal09
4.870	4.351	0.013	48.6	1.7	IntCal09
4.865	4.334	0.012	50.2	1.6	IntCal09
4.860	4.321	0.012	51.3	1.6	IntCal09
4.855	4.305	0.012	52.7	1.6	IntCal09
4.850	4.288	0.013	54.3	1.7	IntCal09
4.845	4.275	0.014	55.4	1.8	IntCal09
4.840	4.258	0.012	57.0	1.6	IntCal09
4.835	4.237	0.013	59.1	1.7	IntCal09
4.830	4.225	0.012	60.1	1.6	IntCal09
4.825	4.199	0.011	62.9	1.5	IntCal09
4.820	4.180	0.013	64.7	1.7	IntCal09
4.815	4.174	0.012	64.9	1.6	IntCal09
4.810	4.162	0.013	65.8	1.7	IntCal09
4.805	4.144	0.013	67.6	1.7	IntCal09
4.800	4.139	0.013	67.6	1.7	IntCal09
4.795	4.134	0.013	67.6	1.7	IntCal09
4.790	4.137	0.012	66.6	1.6	IntCal09
4.785	4.125	0.012	67.5	1.6	IntCal09
4.780	4.104	0.012	69.7	1.6	IntCal09
4.775	4.094	0.013	70.3	1.7	IntCal09
4.770	4.104	0.013	68.4	1.7	IntCal09
4.765	4.122	0.013	65.3	1.7	IntCal09
4.760	4.147	0.012	61.4	1.6	IntCal09
4.755	4.169	0.013	57.8	1.7	IntCal09
4.750	4.182	0.012	55.5	1.6	IntCal09
4.745	4.185	0.013	54.5	1.7	IntCal09
4.740	4.181	0.012	54.3	1.6	IntCal09
4.735	4.182	0.012	53.6	1.6	IntCal09
4.730	4.184	0.013	52.7	1.7	IntCal09
4.725	4.174	0.014	53.3	1.8	IntCal09
4.720	4.173	0.014	52.8	1.8	IntCal09
4.715	4.176	0.014	51.8	1.8	IntCal09
4.710	4.173	0.013	51.6	1.7	IntCal09
4.705	4.160	0.013	52.6	1.7	IntCal09
4.700	4.152	0.012	53.0	1.6	IntCal09
4.695	4.142	0.014	53.7	1.8	IntCal09
4.690	4.137	0.014	53.7	1.8	IntCal09
4.685	4.135	0.012	53.4	1.6	IntCal09
4.680	4.136	0.012	52.6	1.6	IntCal09
4.675	4.140	0.013	51.4	1.7	IntCal09
4.670	4.155	0.013	48.8	1.7	IntCal09
4.665	4.170	0.013	46.2	1.7	IntCal09
4.660	4.168	0.012	45.9	1.6	IntCal09
4.655	4.164	0.012	45.8	1.6	IntCal09
4.650	4.153	0.013	46.6	1.7	IntCal09
4.645	4.140	0.013	47.6	1.7	IntCal09
4.640	4.134	0.013	47.8	1.7	IntCal09
4.635	4.138	0.012	46.6	1.6	IntCal09
4.630	4.140	0.013	45.7	1.7	IntCal09
4.625	4.132	0.012	46.1	1.6	IntCal09
4.620	4.125	0.013	46.4	1.7	IntCal09
4.615	4.121	0.012	46.3	1.6	IntCal09
4.610	4.113	0.013	46.7	1.7	IntCal09
4.605	4.106	0.014	47.0	1.8	IntCal09
4.600	4.111	0.014	45.7	1.8	IntCal09
4.595	4.118	0.014	44.2	1.8	IntCal09
4.590	4.122	0.013	43.0	1.7	IntCal09
4.585	4.116	0.012	43.2	1.6	IntCal09
4.580	4.105	0.012	44.0	1.6	IntCal09
4.575	4.100	0.013	44.0	1.7	IntCal09
4.570	4.090	0.012	44.6	1.6	IntCal09
4.565	4.073	0.013	46.2	1.7	IntCal09
4.560	4.075	0.013	45.3	1.7	IntCal09
4.555	4.085	0.014	43.4	1.8	IntCal09
4.550	4.086	0.012	42.6	1.6	IntCal09
4.545	4.076	0.013	43.3	1.7	IntCal09
4.540	4.087	0.011	41.2	1.4	IntCal09
4.535	4.083	0.012	41.1	1.6	IntCal09
4.530	4.077	0.012	41.3	1.6	IntCal09
4.525	4.053	0.013	43.8	1.7	IntCal09
4.520	4.037	0.012	45.2	1.6	IntCal09
4.515	4.017	0.013	47.2	1.7	IntCal09
4.510	4.002	0.012	48.5	1.6	IntCal09
4.505	4.000	0.013	48.1	1.7	IntCal09
4.500	4.002	0.012	47.2	1.6	IntCal09
4.495	3.993	0.013	47.8	1.7	IntCal09
4.490	3.993	0.011	47.2	1.4	IntCal09
4.485	4.002	0.013	45.3	1.7	IntCal09
4.480	4.016	0.012	42.9	1.6	IntCal09
4.475	4.013	0.012	42.7	1.6	IntCal09
4.470	4.021	0.012	41.0	1.6	IntCal09
4.465	4.028	0.013	39.5	1.7	IntCal09
4.460	4.042	0.011	37.0	1.4	IntCal09
4.455	4.043	0.013	36.3	1.7	IntCal09
4.450	4.032	0.012	37.1	1.5	IntCal09
4.445	4.015	0.014	38.6	1.8	IntCal09
4.440	4.001	0.012	39.8	1.6	IntCal09
4.435	3.988	0.013	40.9	1.7	IntCal09
4.430	3.987	0.012	40.4	1.6	IntCal09
4.425	3.981	0.013	40.5	1.7	IntCal09
4.420	3.957	0.013	43.0	1.7	IntCal09
4.415	3.930	0.014	45.9	1.8	IntCal09
4.410	3.909	0.016	48.0	2.1	IntCal09
4.405	3.894	0.016	49.3	2.1	IntCal09
4.400	3.891	0.014	49.1	1.8	IntCal09
4.395	3.891	0.013	48.4	1.7	IntCal09
4.390	3.893	0.013	47.5	1.7	IntCal09
4.385	3.891	0.011	47.1	1.4	IntCal09
4.380	3.885	0.012	47.3	1.6	IntCal09
4.375	3.883	0.012	46.9	1.6	IntCal09
4.370	3.889	0.013	45.5	1.7	IntCal09
4.365	3.901	0.013	43.3	1.7	IntCal09
4.360	3.901	0.013	42.7	1.7	IntCal09
4.355	3.894	0.013	43.0	1.7	IntCal09
4.350	3.884	0.015	43.6	1.9	IntCal09
4.345	3.878	0.014	43.8	1.8	IntCal09
4.340	3.878	0.013	43.2	1.7	IntCal09
4.335	3.876	0.013	42.8	1.7	IntCal09
4.330	3.885	0.013	41.0	1.7	IntCal09
4.325	3.895	0.013	39.1	1.7	IntCal09
4.320	3.899	0.012	37.9	1.6	IntCal09
4.315	3.895	0.013	37.8	1.7	IntCal09
4.310	3.896	0.014	37.0	1.8	IntCal09
4.305	3.896	0.014	36.4	1.8	IntCal09
4.300	3.896	0.012	35.8	1.5	IntCal09
4.295	3.879	0.013	37.4	1.7	IntCal09
4.290	3.869	0.013	38.0	1.7	IntCal09
4.285	3.863	0.013	38.2	1.7	IntCal09
4.280	3.857	0.012	38.3	1.6	IntCal09
4.275	3.858	0.012	37.6	1.5	IntCal09
4.270	3.867	0.013	35.8	1.7	IntCal09
4.265	3.866	0.014	35.3	1.8	IntCal09
4.260	3.869	0.013	34.3	1.7	IntCal09
4.255	3.861	0.014	34.7	1.8	IntCal09
4.250	3.862	0.012	33.9	1.5	IntCal09
4.245	3.852	0.012	34.6	1.5	IntCal09
4.240	3.840	0.012	35.5	1.5	IntCal09
4.235	3.825	0.013	36.8	1.7	IntCal09
4.230	3.817	0.012	37.2	1.5	IntCal09
4.225	3.808	0.013	37.7	1.7	IntCal09
4.220	3.799	0.014	38.3	1.8	IntCal09
4.215	3.796	0.013	38.0	1.7	IntCal09
4.210	3.795	0.014	37.5	1.8	IntCal09
4.205	3.804	0.012	35.8	1.5	IntCal09
4.200	3.811	0.013	34.2	1.7	IntCal09
4.195	3.827	0.012	31.5	1.5	IntCal09
4.190	3.824	0.013	31.3	1.7	IntCal09
4.185	3.826	0.011	30.4	1.4	IntCal09
4.180	3.817	0.011	31.0	1.4	IntCal09
4.175	3.804	0.012	32.0	1.5	IntCal09
4.170	3.811	0.012	30.5	1.5	IntCal09
4.165	3.822	0.012	28.4	1.5	IntCal09
4.160	3.814	0.014	28.8	1.8	IntCal09
4.155	3.799	0.012	30.1	1.5	IntCal09
4.150	3.777	0.013	32.3	1.7	IntCal09
4.145	3.757	0.011	34.3	1.4	IntCal09
4.140	3.742	0.012	35.6	1.5	IntCal09
4.135	3.739	0.011	35.4	1.4	IntCal09
4.130	3.741	0.011	34.5	1.4	IntCal09
4.125	3.752	0.011	32.4	1.4	IntCal09
4.120	3.755	0.014	31.4	1.8	IntCal09
4.115	3.763	0.012	29.8	1.5	IntCal09
4.110	3.767	0.012	28.6	1.5	IntCal09
4.105	3.775	0.011	27.0	1.4	IntCal09
4.100	3.764	0.012	27.8	1.5	IntCal09
4.095	3.757	0.011	28.1	1.4	IntCal09
4.090	3.741	0.014	29.5	1.8	IntCal09
4.085	3.719	0.013	31.7	1.7	IntCal09
4.080	3.704	0.014	33.0	1.8	IntCal09
4.075	3.695	0.014	33.5	1.8	IntCal09
4.070	3.689	0.014	33.7	1.8	IntCal09
4.065	3.683	0.012	33.8	1.5	IntCal09
4.060	3.677	0.014	34.0	1.8	IntCal09
4.055	3.675	0.012	33.6	1.5	IntCal09
4.050	3.679	0.014	32.5	1.8	IntCal09
4.045	3.687	0.014	30.8	1.8	IntCal09
4.040	3.693	0.013	29.4	1.7	IntCal09
4.035	3.703	0.013	27.5	1.7	IntCal09
4.030	3.711	0.014	25.9	1.8	IntCal09
4.025	3.715	0.011	24.7	1.4	IntCal09
4.020	3.714	0.014	24.2	1.8	IntCal09
4.015	3.716	0.013	23.4	1.7	IntCal09
4.010	3.712	0.014	23.3	1.8	IntCal09
4.005	3.705	0.011	23.5	1.4	IntCal09
4.000	3.704	0.014	23.0	1.8	IntCal09
3.995	3.699	0.013	23.1	1.7	IntCal09
3.990	3.689	0.014	23.7	1.8	IntCal09
3.985	3.678	0.012	24.5	1.5	IntCal09
3.980	3.661	0.013	26.0	1.7	IntCal09
3.975	3.648	0.012	27.1	1.5	IntCal09
3.970	3.639	0.014	27.6	1.8	IntCal09
3.965	3.634	0.012	27.6	1.5	IntCal09
3.960	3.624	0.014	28.3	1.8	IntCal09
3.955	3.618	0.013	28.4	1.7	IntCal09
3.950	3.622	0.014	27.3	1.8	IntCal09
3.945	3.634	0.012	25.1	1.5	IntCal09
3.940	3.642	0.015	23.5	1.9	IntCal09
3.935	3.645	0.014	22.5	1.8	IntCal09
3.930	3.637	0.013	22.9	1.7	IntCal09
3.925	3.620	0.011	24.5	1.4	IntCal09
3.920	3.617	0.014	24.2	1.8	IntCal09
3.915	3.618	0.014	23.5	1.8	IntCal09
3.910	3.615	0.014	23.2	1.8	IntCal09
3.905	3.612	0.011	23.0	1.4	IntCal09
3.900	3.604	0.014	23.4	1.8	IntCal09
3.895	3.597	0.013	23.7	1.7	IntCal09
3.890	3.590	0.013	23.9	1.7	IntCal09
3.885	3.582	0.009	24.3	1.1	IntCal09
3.880	3.581	0.013	23.9	1.7	IntCal09
3.875	3.579	0.014	23.5	1.8	IntCal09
3.870	3.573	0.016	23.6	2.0	IntCal09
3.865	3.568	0.016	23.7	2.0	IntCal09
3.860	3.565	0.016	23.4	2.0	IntCal09
3.855	3.563	0.016	23.1	2.0	IntCal09
3.850	3.562	0.016	22.6	2.0	IntCal09
3.845	3.558	0.015	22.5	1.9	IntCal09
3.840	3.549	0.015	23.0	1.9	IntCal09
3.835	3.536	0.015	24.0	1.9	IntCal09
3.830	3.517	0.015	25.8	1.9	IntCal09
3.825	3.500	0.014	27.4	1.8	IntCal09
3.820	3.489	0.015	28.2	1.9	IntCal09
3.815	3.482	0.015	28.4	1.9	IntCal09
3.810	3.476	0.016	28.6	2.0	IntCal09
3.805	3.474	0.015	28.2	1.9	IntCal09
3.800	3.477	0.015	27.2	1.9	IntCal09
3.795	3.487	0.015	25.3	1.9	IntCal09
3.790	3.503	0.016	22.6	2.0	IntCal09
3.785	3.515	0.016	20.5	2.0	IntCal09
3.780	3.511	0.016	20.4	2.0	IntCal09
3.775	3.504	0.016	20.7	2.0	IntCal09
3.770	3.501	0.015	20.4	1.9	IntCal09
3.765	3.496	0.014	20.4	1.8	IntCal09
3.760	3.488	0.014	20.8	1.8	IntCal09
3.755	3.485	0.014	20.6	1.8	IntCal09
3.750	3.492	0.014	19.1	1.8	IntCal09
3.745	3.502	0.014	17.2	1.8	IntCal09
3.740	3.508	0.014	15.8	1.8	IntCal09
3.735	3.508	0.014	15.2	1.8	IntCal09
3.730	3.501	0.014	15.5	1.8	IntCal09
3.725	3.489	0.014	16.4	1.8	IntCal09
3.720	3.475	0.014	17.6	1.8	IntCal09
3.715	3.467	0.014	18.0	1.8	IntCal09
3.710	3.468	0.015	17.2	1.9	IntCal09
3.705	3.467	0.014	16.7	1.8	IntCal09
3.700	3.459	0.015	17.1	1.9	IntCal09
3.695	3.446	0.015	18.2	1.9	IntCal09
3.690	3.431	0.016	19.4	2.0	IntCal09
3.685	3.415	0.015	20.9	1.9	IntCal09
3.680	3.405	0.015	21.5	1.9	IntCal09
3.675	3.400	0.015	21.5	1.9	IntCal09
3.670	3.401	0.016	20.8	2.0	IntCal09
3.665	3.409	0.016	19.2	2.0	IntCal09
3.660	3.417	0.016	17.5	2.0	IntCal09
3.655	3.424	0.016	16.0	2.0	IntCal09
